less than,36
have make,36
group of,36
Wool Innovation,36
Government will,36
last night,36
Murray River,36
be say,36
of it,36
the time,36
export market,36
state ,,36
to develop,36
launch a,36
will help,36
Minister ,,36
community .,35
be prepare,35
announce a,35
a kilogram,35
between the,35
to export,35
pay for,35
into a,35
grower to,35
illegal fishing,35
Wales be,35
the worst,35
say Australia,35
well ,,35
the big,35
be all,35
million in,35
the Government,35
the major,35
not enough,35
tonne ,,35
have go,35
western Australia,35
shortage of,35
the crop,35
go into,34
producer be,34
the move,34
company to,34
I guess,34
State Government,34
the trade,34
but say,34
be certainly,34
- .,34
to continue,34
fuel price,34
for wheat,34
accord to,34
use of,34
all of,34
so far,34
concern that,34
grain price,34
this morning,34
design to,34
of year,34
grower .,34
Wales and,34
around $,34
market be,34
show the,34
people to,34
the South,34
the federal,34
to build,34
for australian,34
prepare for,34
southern New,34
be good,34
also be,34
inquiry .,34
as we,34
to change,34
be send,33
will take,33
mean that,33
, at,33
what the,33
the river,33
industry and,33
, although,33
$ 10,33
people who,33
despite the,33
to grow,33
for some,33
10 year,33
quite a,33
they would,33
come in,33
the head,33
to we,33
as part,33
have come,33
to start,33
under a,33
to produce,33
in Canberra,33
be warn,33
the day,33
water from,33
hard to,33
they need,33
fruit fly,33
tonne .,33
hope to,33
say grower,33
last month,33
say be,33
little bit,33
country ,,33
enough to,33
trade talk,32
animal welfare,32
be cause,32
effort to,32
grower will,32
to encourage,32
we get,32
support the,32
that can,32
crop in,32
rural Australia,32
people have,32
fall in,32
good news,32
farmer will,32
have fall,32
australian wheat,32
of AWB,32
to Iraq,32
each year,32
not see,32
to move,32
say some,32
well .,32
people in,32
the top,32
the Australian,32
the land,32
aim to,32
state .,32
they own,32
drought be,32
away from,32
they .,32
wool grower,32
moment ,,32
not know,31
in Sydney,31
be currently,31
of fruit,31
farmer ,,31
it could,31
find the,31
the only,31
drought and,31
ban on,31
be urge,31
out the,31
be come,31
Agriculture and,31
the Prime,31
the value,31
wheat to,31
be face,31
such as,31
farm .,31
Bureau of,31
farmer say,31
grower say,31
20 per,31
this stage,31
well as,31
region ,,31
and more,31
Alice Springs,31
so they,31
a small,31
the city,31
hectare of,31
when you,31
the cattle,31
business .,31
as they,31
shipment of,31
interest rate,30
drought assistance,30
do be,30
Victoria and,30
have just,30
the result,30
in regional,30
condition be,30
the fact,30
just a,30
industry say,30
it to,30
a couple,30
in that,30
so the,30
to consider,30
that .,30
for this,30
future .,30
disease ,,30
research and,30
there and,30
be talk,30
trade .,30
the japanese,30
what it,30
60 per,30
in WA,30
, then,30
prepare to,30
go on,30
to grower,30
John Howard,30
be for,30
affect by,30
, very,30
a record,30
out in,30
it can,30
the north,30
have do,30
the situation,30
inquiry into,30
to Australia,30
they ,,30
Murray Darling,30
and you,30
the scheme,30
be actually,30
service .,29
, due,29
develop a,29
general manager,29
and some,29
loss of,29
the public,29
town of,29
a independent,29
support for,29
water and,29
hope the,29
- ,,29
I can,29
the right,29
of Western,29
for its,29
40 per,29
that would,29
cane toad,29
ask the,29
program .,29
state be,29
range of,29
disease .,29
up and,29
wine industry,29
increase the,29
sell for,29
million ,,29
the rural,29
in we,29
be what,29
the western,29
in northern,29
to supply,29
cow disease,29
commodity price,29
next week,29
the two,29
help farmer,29
of farmer,29
be due,29
water trading,29
out .,29
to fill,29
with they,29
ago .,29
have confirm,29
in its,29
pick up,29
many farmer,29
way of,29
the deal,29
put in,28
bureau of,28
a great,28
on ,,28
do it,28
the animal,28
farmer ',28
director of,28
market for,28
rain .,28
or the,28
's first,28
over a,28
price in,28
from Australia,28
to investigate,28
might be,28
use the,28
Federal Agriculture,28
the farmer,28
to send,28
dairy industry,28
if there,28
be they,28
year be,28
be .,28
Australia to,28
- and,28
take the,28
how to,28
- the,28
western New,28
million of,28
and if,28
farm in,28
work .,28
wool market,28
Council say,28
and New,28
wheat ,,28
have agree,28
company will,28
5 per,28
on farm,28
report ,,28
have no,28
work on,28
against the,28
say if,28
think there,28
month of,28
struggle to,28
and South,28
to support,28
take a,28
to address,27
, not,27
south-east Queensland,27
six month,27
west of,27
Australia will,27
level .,27
think we,27
- it,27
stock .,27
along the,27
rural area,27
its own,27
cost ,,27
for rural,27
. it,27
Eyre Peninsula,27
to become,27
could have,27
we want,27
to save,27
, farmer,27
mandatory code,27
and not,27
return to,27
two week,27
in fact,27
go up,27
wool industry,27
market in,27
change the,27
sell they,27
in western,27
company .,27
about $,27
condition .,27
live in,27
this month,27
compare to,27
oil price,27
could not,27
I mean,27
AWB International,27
have reject,27
have begin,27
to boost,26
of what,26
be happen,26
be important,26
a increase,26
of wool,26
Minister John,26
how much,26
environment .,26
be spend,26
to control,26
not just,26
have some,26
chairman of,26
weekend .,26
regional area,26
plan for,26
$ 2,26
have never,26
exporter awb,26
cost the,26
NFF -rrb,26
of these,26
meet with,26
the fire,26
the peak,26
show that,26
help the,26
that I,26
program ,,26
central Queensland,26
fishing industry,26
thing that,26
come up,26
price rise,26
Government say,26
be confident,26
- NFF,26
new report,26
Growers Association,26
australian bureau,26
the sheep,26
a mandatory,26
involve in,26
say ,,26
Victoria .,26
product .,26
a significant,26
issue .,26
export system,26
be meet,26
be cut,26
the oil,26
a large,26
of US,26
sector ,,26
a third,26
be plan,26
ago ,,26
be we,26
want a,26
wine grape,26
be available,26
, even,26
30 per,26
four year,26
government .,26
there .,26
be blame,26
oil-for-food inquiry,26
Middle East,25
be worth,25
80 per,25
go ,,25
set for,25
a deal,25
wipe out,25
as much,25
too much,25
property .,25
contribute to,25
grow in,25
to import,25
carry out,25
of Queensland,25
when they,25
much of,25
need for,25
industry in,25
a report,25
shortage .,25
be pretty,25
australian wine,25
a decision,25
case of,25
have call,25
they crop,25
company say,25
, some,25
grain ,,25
be start,25
rain in,25
the Territory,25
thing ,,25
to know,25
, accord,25
iron ore,25
include the,25
Federation say,25
despite a,25
particularly in,25
a extra,25
be as,25
the Senate,25
be so,25
the stock,25
we ,,25
be part,25
sugar cane,25
the southern,24
community ,,24
desk for,24
south of,24
be always,24
be leave,24
a group,24
of feed,24
Resource Economics,24
the grower,24
, Dr,24
, especially,24
, by,24
and development,24
3 million,24
australian farmer,24
$ 30,24
cost and,24
open up,24
next month,24
the damage,24
be better,24
the money,24
national pool,24
land .,24
's new,24
the group,24
the iraqi,24
to rise,24
cent to,24
get they,24
whether they,24
Queensland and,24
be continue,24
so I,24
the second,24
the rise,24
fact that,24
not the,24
the annual,24
rise in,24
Dairy Australia,24
in north-west,24
and do,24
up with,24
, like,24
a huge,24
be run,24
in Melbourne,24
they want,24
in other,24
20 year,24
the council,24
do ,,24
mining company,24
australian beef,24
how the,24
need .,24
it say,24
be build,24
the document,24
see in,24
keep the,24
grain handler,24
member of,24
be there,24
in south-east,23
area be,23
bid to,23
sure that,23
water use,23
be carry,23
chance of,23
know ,,23
and Resource,23
say she,23
AWB ,,23
cane smut,23
Council of,23
no longer,23
issue be,23
in recent,23
try and,23
risk of,23
than the,23
and water,23
in particular,23
Mr McGauran,23
of money,23
to show,23
be lose,23
beef ,,23
country 's,23
far as,23
and federal,23
group ,,23
whether the,23
the increase,23
wool price,23
and this,23
rural community,23
greenhouse gas,23
do the,23
that you,23
at $,23
the highest,23
be develop,23
year in,23
response to,23
as far,23
and get,23
where we,23
for grower,23
be design,23
farmer who,23
and what,23
million to,23
US Agriculture,23
the size,23
time of,23
beef producer,23
have increase,23
the Gulf,23
young people,23
the town,23
's decision,23
will now,23
week to,23
the case,23
, many,23
the CSIRO,23
the fruit,23
have give,23
top end,23
, what,23
in far,23
Japan ,,23
protect the,23
process .,23
a week,22
have receive,22
Vaile say,22
such a,22
market and,22
rain ,,22
have cause,22
Broken Hill,22
very ,,22
where they,22
exceptional circumstance,22
change ,,22
Darling Basin,22
change in,22
genetically modify,22
price to,22
the people,22
farm and,22
hope for,22
to stay,22
Minister Mark,22
put a,22
yesterday ,,22
financial year,22
have lose,22
the Nationals,22
be less,22
sheep and,22
the grow,22
deal to,22
be become,22
she be,22
for $,22
region be,22
will come,22
be allow,22
the plant,22
up for,22
demand .,22
should have,22
back on,22
meanwhile the,22
not want,22
to fight,22
sale .,22
Chairman of,22
the rest,22
the benefit,22
not do,22
week and,22
to say,22
it come,22
the largest,22
National Water,22
time to,22
some time,22
of South,22
pressure on,22
help .,22
to its,22
scheme .,22
they water,22
cause by,22
up .,22
half of,22
find that,22
a day,22
the nff,22
be hit,22
drought relief,22
out to,22
wheat crop,22
task force,22
Murray Valley,22
instead of,22
they could,22
victorian Farmers,22
we could,22
compete with,22
peak body,22
of drought,21
and also,21
then we,21
here .,21
a million,21
to hear,21
down .,21
to maintain,21
to compete,21
system be,21
90 per,21
' ,,21
a more,21
the Bureau,21
talk to,21
apply for,21
the organisation,21
pay more,21
of thing,21
now have,21
leave the,21
can get,21
change and,21
world trade,21
not make,21
believe that,21
industry to,21
Mr Vaile,21
have start,21
because there,21
level in,21
the high,21
Biosecurity Australia,21
all ,,21
cent in,21
than a,21
be launch,21
whether it,21
have they,21
will make,21
southern Queensland,21
find a,21
out and,21
for many,21
the lowest,21
mental health,21
victorian government,21
system and,21
third of,21
sale ,,21
move to,21
in he,21
investment scheme,21
week ago,21
place ,,21
producer .,21
have launch,21
and $,21
to set,21
market to,21
export ,,21
and to,21
be buy,21
work ,,21
issue ,,21
reduce the,21
be bring,21
the key,21
share in,21
a bid,21
come into,21
when we,21
, John,21
it and,21
the global,21
the live,21
work to,21
concern over,21
the business,21
other country,21
size of,21
regional Australia,21
have release,21
to Japan,21
conference in,21
claim the,21
make up,21
government ,,21
people ,,21
of time,21
difficult to,21
go through,21
long way,21
the horticulture,20
have show,20
we know,20
the east,20
outlook for,20
cattle .,20
down ,,20
news for,20
the need,20
, on,20
water for,20
$ 5,20
producer have,20
Wales Government,20
be discover,20
tend to,20
it in,20
record price,20
from around,20
territory .,20
thing like,20
10 million,20
50 per,20
to prevent,20
dry season,20
have drop,20
season in,20
the process,20
season 's,20
desk .,20
quarantine and,20
ask for,20
the sector,20
expect the,20
fall by,20
still a,20
the board,20
ensure that,20
will go,20
animal rights,20
higher than,20
the proposal,20
have any,20
advantage of,20
back in,20
which can,20
have put,20
close to,20
northern Australia,20
the Minister,20
and its,20
water in,20
, this,20
rain have,20
Station ,,20
to manage,20
's most,20
month ago,20
be well,20
market have,20
vote to,20
report say,20
in north,20
put forward,20
they and,20
follow the,20
cattle and,20
of rural,20
the use,20
condition ,,20
many of,20
will only,20
take advantage,20
on last,20
stop the,20
this weekend,20
time the,20
have welcome,20
will see,20
sheep .,20
but this,20
a agreement,20
long term,20
project to,20
manage the,20
to attract,20
campaign to,20
ask to,20
sale in,20
decide to,20
market indicator,20
the program,20
on record,20
to fund,20
say many,20
need a,20
go ahead,20
development .,20
Trade Minister,20
in one,20
production ,,20
come back,20
the dairy,20
the export,20
become a,20
opportunity to,20
a month,20
run out,20
be introduce,20
AWB be,20
give up,20
you get,19
dollar .,19
say with,19
have leave,19
manage investment,19
wool ,,19
up on,19
pay a,19
cattle ,,19
the court,19
set a,19
feed grain,19
eastern market,19
to leave,19
very much,19
a farm,19
by up,19
year but,19
$ 3,19
renewable energy,19
year for,19
say most,19
of more,19
australian quarantine,19
Territory 's,19
tell a,19
native title,19
down on,19
down to,19
along with,19
ethanol plant,19
vegetable grower,19
million dollar,19
rely on,19
Queensland Government,19
the discovery,19
project ,,19
project .,19
30 year,19
be around,19
cent per,19
figure show,19
the development,19
a meeting,19
can do,19
's Department,19
of Darwin,19
push to,19
analyst say,19
later this,19
until the,19
the cyclone,19
have fail,19
farm ,,19
the resource,19
a strong,19
line .,19
in and,19
six year,19
the technology,19
's north-west,19
the road,19
vote on,19
australian government,19
know as,19
cut the,19
beef export,19
time and,19
scheme ,,19
think ,,19
on to,19
be move,19
benefit of,19
Council ,,19
Tasmania ,,19
interest in,19
the WA,19
body ,,19
the one,19
face a,19
the central,19
but that,19
European Union,19
put the,19
base on,19
project be,19
National Livestock,19
agriculture ,,19
labour shortage,19
enough .,19
70 per,19
cope with,19
East Timor,19
more money,19
a range,19
of all,19
Mr Howard,19
the propose,19
that he,19
lobby group,19
of new,19
pool .,19
2 million,19
see it,19
way in,19
into Australia,19
build a,19
WA 's,18
take place,18
like to,18
people and,18
oil company,18
feel the,18
I will,18
do in,18
the commission,18
development of,18
but Mr,18
that this,18
be produce,18
worth $,18
its first,18
affect the,18
condition in,18
with we,18
's water,18
seasonal condition,18
responsible for,18
you would,18
15 per,18
improve the,18
on its,18
enter the,18
a australian,18
of climate,18
about it,18
stock ,,18
US wheat,18
about they,18
a plan,18
believe to,18
gold price,18
the average,18
half a,18
create a,18
of grower,18
the quality,18
refuse to,18
give a,18
the port,18
in ,,18
next three,18
rain and,18
future ,,18
be turn,18
higher price,18
's future,18
the association,18
hold in,18
- AWI,18
AWI -rrb,18
Farmers Association,18
have lead,18
australian dollar,18
to water,18
grower group,18
step up,18
South Korea,18
tip to,18
in more,18
the risk,18
to deal,18
take out,18
and can,18
a impact,18
the Middle,18
irrigator in,18
irrigator be,18
and one,18
more to,18
have only,18
president of,18
now .,18
will start,18
here in,18
not only,18
available to,18
be another,18
and all,18
result in,18
gold mine,18
use .,18
beef industry,18
the European,18
product ,,18
right to,18
a better,18
Goulburn Valley,18
Tasmania .,18
the level,18
on track,18
be believe,18
's north,18
bird flu,18
still have,18
people that,18
which would,18
do a,18
the bush,18
government will,18
coast of,18
a way,18
money to,18
from New,18
Australia -lrb,18
do more,18
National party,18
's peak,18
to tackle,18
inquiry be,18
the tree,18
three month,18
be predict,18
coast .,18
power to,18
, AWB,18
concern .,18
be release,18
Commissioner Terence,18
today to,18
that in,18
business ,,18
group have,18
to remove,18
law .,18
on Friday,18
be open,18
farm sector,18
million for,18
Terence Cole,18
evidence of,18
high price,18
the power,18
, near,18
of Statistics,17
in Japan,17
, Peter,17
to hold,17
with more,17
of wine,17
but if,17
important to,17
the west,17
company in,17
season and,17
or not,17
must be,17
around Australia,17
Victoria say,17
plenty of,17
help they,17
have decide,17
very important,17
funding for,17
the work,17
world .,17
have force,17
, give,17
, rather,17
from across,17
the AWB,17
property ,,17
government and,17
a push,17
know that,17
the Kimberley,17
in many,17
average rainfall,17
support .,17
believe it,17
the virus,17
he hope,17
identification system,17
which could,17
conduct for,17
region have,17
to talk,17
a hour,17
while there,17
control of,17
not afford,17
region 's,17
be investigate,17
kilogram .,17
that Australia,17
the mining,17
but with,17
to bring,17
production in,17
invest in,17
the domestic,17
drought have,17
and for,17
term ,,17
not yet,17
have set,17
Queensland have,17
industry will,17
oil for,17
Australia in,17
have win,17
only a,17
cattle be,17
the product,17
do that,17
Gulf of,17
Minister for,17
you look,17
the island,17
the former,17
place .,17
company and,17
send to,17
for he,17
grain .,17
the potential,17
Tasmania have,17
the far,17
fruit .,17
food and,17
very good,17
a litre,17
plan .,17
on that,17
to that,17
the higher,17
the fishing,17
be angry,17
animal ,,17
livestock .,17
River .,17
ready to,17
100 per,17
the back,17
's plan,17
the draft,17
president ,,17
plant .,17
plant ,,17
out ,,17
of he,17
year have,17
Innovation -lrb,17
for food,17
of Adelaide,17
will get,17
be raise,17
to feed,17
, more,17
offer to,17
out on,17
say despite,17
Association of,17
happen ,,17
agriculture .,17
to receive,17
more for,17
to access,17
water shortage,17
the lack,17
sale to,17
a decade,17
worker .,17
for example,17
's wheat,17
rights group,17
welcome the,17
of beef,17
buy water,17
we just,17
near the,17
that do,17
but also,17
as to,17
Queensland be,17
the final,17
not expect,17
, New,17
on what,17
be almost,17
show a,17
US ,,17
the meat,17
reduction in,17
wait for,17
price will,17
he do,17
back into,16
survey of,16
appear to,16
road and,16
cattle industry,16
would like,16
have spend,16
grower want,16
find it,16
but in,16
find to,16
skill shortage,16
MLA -rrb,16
similar to,16
be extremely,16
north .,16
a problem,16
AWB .,16
the coast,16
WA ,,16
, of,16
, up,16
$ 4,16
problem for,16
get into,16
King Island,16
right across,16
decade .,16
do have,16
supply .,16
relate to,16
continue .,16
level ,,16
to push,16
for all,16
price up,16
and state,16
the food,16
Wheat Australia,16
toll on,16
about to,16
sector be,16
just over,16
opportunity for,16
get some,16
they in,16
they go,16
happen in,16
Cattlemen 's,16
a whole,16
have enough,16
meet the,16
loss .,16
ability to,16
depend on,16
export wheat,16
contract ,,16
country be,16
through a,16
the Ord,16
trade deal,16
problem with,16
to resume,16
biofuel industry,16
be involve,16
the good,16
the pest,16
water that,16
not work,16
and cattle,16
take they,16
cent on,16
to 10,16
hold up,16
to other,16
5 million,16
sign a,16
cent and,16
import of,16
million litre,16
- MLA,16
election .,16
it take,16
rest of,16
this ,,16
sell to,16
rural and,16
even though,16
for water,16
day and,16
the Commonwealth,16
in US,16
problem ,,16
the Snowy,16
code be,16
jump in,16
producer ,,16
plant be,16
how we,16
they property,16
Livestock identification,16
, just,16
and even,16
to win,16
Government .,16
's south,16
to those,16
tell they,16
be something,16
fruit ,,16
that people,16
for wool,16
Inspection Service,16
now that,16
know the,16
one be,16
have ,,16
on we,16
be out,16
to lift,16
animal .,16
produce a,16
the winter,16
talk with,16
wheat .,16
and Development,16
quality and,16
environmental flow,16
a further,16
concern be,16
be help,16
the opportunity,16
1 million,16
exporter AWB,16
- that,16
week 's,16
go out,16
to secure,16
be push,16
out at,16
have hear,16
have help,16
have in,16
not really,16
Victoria be,16
, South,16
federal government,16
although the,16
fruit grower,16
tell we,16
say to,16
millimetre of,16
Ord River,16
unable to,16
consider the,16
hour .,16
say this,16
proposal to,16
the start,16
in australian,16
import .,16
to plant,16
the mine,16
do with,16
people .,16
Larry .,16
work together,16
with many,16
that could,16
supermarket chain,16
free trade,16
in there,16
Economics -lrb,15
alternative fuel,15
work out,15
producer in,15
producer to,15
in country,15
Commissioner Cole,15
area to,15
not take,15
here ,,15
wool .,15
the ongoing,15
of banana,15
place to,15
however ,,15
be provide,15
the study,15
a attempt,15
Graziers Association,15
Natural Resources,15
GM -rrb,15
the service,15
remote area,15
we see,15
a drop,15
the fall,15
many year,15
we believe,15
come down,15
change be,15
not necessarily,15
the campaign,15
world ,,15
of Victoria,15
a important,15
skilled worker,15
meeting in,15
down in,15
fight to,15
States ,,15
- GM,15
- we,15
the thing,15
water restriction,15
top of,15
Water Initiative,15
free of,15
look like,15
it just,15
? he,15
right now,15
yesterday .,15
a single,15
ABARE -rrb,15
a grow,15
a high,15
import from,15
it seem,15
much as,15
for Australia,15
in .,15
side of,15
GM crop,15
cattle from,15
to 40,15
benefit from,15
be export,15
so there,15
rate of,15
demand from,15
price increase,15
accuse of,15
the conference,15
the question,15
back of,15
trade ,,15
's far,15
think they,15
and Graziers,15
spend on,15
and now,15
at risk,15
in Adelaide,15
where it,15
milk ,,15
be hopeful,15
in agriculture,15
happy with,15
to more,15
for other,15
in Europe,15
and rural,15
the previous,15
to ,,15
and grower,15
say `,15
Australia could,15
use ,,15
crop and,15
farm be,15
and as,15
and at,15
US farm,15
the chairman,15
time be,15
to blame,15
closer to,15
but have,15
next few,15
pressure to,15
plan ,,15
time for,15
for farm,15
and make,15
worker be,15
produce ,,15
be address,15
state have,15
- ABARE,15
the tasmanian,15
two day,15
native vegetation,15
from AWB,15
between $,15
will pay,15
it may,15
any of,15
to double,15
